input,amount,currency,amount_normalized,purpose_canonical,timeframe,target_compact
Planning to put 1.5 lakh towards my phone within within 3 weeks.,150000,INR,150000.0,phone,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:within 3 weeks
Can I save €3000 over the next next year for phone,3000,EUR,3000.0,phone,next year,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:phone;timeframe:next year
"Save 1,50,000 for rent in before Eid.",150000,INR,150000.0,rent,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:rent;timeframe:before Eid
"Want to set aside 1,50,000 for gaming rig next within 2 weeks.",150000,INR,150000.0,gaming_pc,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:within 2 weeks
Gotta save €3000 for mobile ASAP.,3000,EUR,3000.0,phone,in 5 months,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:phone;timeframe:in 5 months
I need fifteen thousand by by New Year to buy a rent.,15000,INR,15000.0,rent,by New Year,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:rent;timeframe:by New Year
Save £500 for gaming pc in within 3 weeks.,500,GBP,500.0,gaming_pc,within 3 weeks,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:gaming_pc;timeframe:within 3 weeks
Want to set aside ₹150k for emergency fund next within 3 weeks.,150000,INR,150000.0,emergency_fund,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:emergency_fund;timeframe:within 3 weeks
"Im aiming to save $2,000 in by New Year for bike.",2000,USD,2000.0,bike,by New Year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:bike;timeframe:by New Year
I need 2000 USD by by New Year to buy a deposit.,2000,USD,2000.0,deposit,by New Year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:deposit;timeframe:by New Year
Planning to put 1.5 lakh towards my trip within by Diwali.,150000,INR,150000.0,travel,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:by Diwali
Need 2000 USD for emergency fund by by New Year.,2000,USD,2000.0,emergency_fund,by New Year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:emergency_fund;timeframe:by New Year
Im aiming to save fifteen thousand in within 3 weeks for car.,15000,INR,15000.0,car,within 3 weeks,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:car;timeframe:within 3 weeks
Want to set aside €3000 for gaming pc next by next Christmas.,3000,EUR,3000.0,gaming_pc,by next Christmas,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:gaming_pc;timeframe:by next Christmas
Can I save 150k over the next by Diwali for smartphone,150000,INR,150000.0,phone,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:by Diwali
Gotta save €3000 for tuition ASAP.,3000,EUR,3000.0,tuition,by next Christmas,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:tuition;timeframe:by next Christmas
"Want to set aside ₹25,000 for rent next by Diwali.",25000,INR,25000.0,rent,by Diwali,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:rent;timeframe:by Diwali
I need fifteen thousand by within 2 weeks to buy a groceries.,15000,INR,15000.0,groceries,within 2 weeks,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:groceries;timeframe:within 2 weeks
"Gotta save $2,000 for tuition ASAP.",2000,USD,2000.0,tuition,within 2 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:tuition;timeframe:within 2 weeks
Need 1.5 lakh for groceries by next year.,150000,INR,150000.0,groceries,next year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:groceries;timeframe:next year
I need 2000 USD by by Diwali to buy a gaming pc.,2000,USD,2000.0,gaming_pc,by Diwali,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:by Diwali
Can I save one hundred fifty thousand over the next by Diwali for travel,150000,INR,150000.0,travel,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:by Diwali
Save 150k for medical in before Eid.,150000,INR,150000.0,medical,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:medical;timeframe:before Eid
I need £500 by by Diwali to buy a phone.,500,GBP,500.0,phone,by Diwali,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:phone;timeframe:by Diwali
Want to set aside one hundred fifty thousand for rent next by next Christmas.,150000,INR,150000.0,rent,by next Christmas,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:rent;timeframe:by next Christmas
"Can I save ₹25,000 over the next next year for deposit",25000,INR,25000.0,deposit,next year,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:deposit;timeframe:next year
Save 150k for gaming rig in by 15 Oct 2025.,150000,INR,150000.0,gaming_pc,by 15 Oct 2025,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by 15 Oct 2025
I need 1.5 lakh by by 15 Oct 2025 to buy a trip.,150000,INR,150000.0,travel,by 15 Oct 2025,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:by 15 Oct 2025
I need £500 by before Eid to buy a groceries.,500,GBP,500.0,groceries,before Eid,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:groceries;timeframe:before Eid
Im aiming to save ₹150k in in 5 months for vacation.,150000,INR,150000.0,travel,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:in 5 months
Planning to put €3000 towards my tuition within in 6 months.,3000,EUR,3000.0,tuition,in 6 months,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:tuition;timeframe:in 6 months
Can I save £500 over the next before Eid for emergency fund,500,GBP,500.0,emergency_fund,before Eid,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:emergency_fund;timeframe:before Eid
"Im aiming to save $2,000 in by next Christmas for smartphone.",2000,USD,2000.0,phone,by next Christmas,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:phone;timeframe:by next Christmas
"Need ₹25,000 for car by before Eid.",25000,INR,25000.0,car,before Eid,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:car;timeframe:before Eid
"Gotta save 1,50,000 for pc ASAP.",150000,INR,150000.0,gaming_pc,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by Diwali
Planning to put 2000 USD towards my trip within by New Year.,2000,USD,2000.0,travel,by New Year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:travel;timeframe:by New Year
"I need 1,50,000 by by Diwali to buy a medical.",150000,INR,150000.0,medical,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:medical;timeframe:by Diwali
Need 150k dollars for smartphone by in 6 months.,150000,INR,150000.0,phone,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:in 6 months
"Gotta save 1,50,000 for gaming pc ASAP.",150000,INR,150000.0,gaming_pc,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by New Year
I need 150k by by 15 Oct 2025 to buy a gaming pc.,150000,INR,150000.0,gaming_pc,by 15 Oct 2025,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by 15 Oct 2025
"I need $2,000 by by New Year to buy a deposit.",2000,USD,2000.0,deposit,by New Year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:deposit;timeframe:by New Year
Im aiming to save fifteen thousand in in 6 months for phone.,15000,INR,15000.0,phone,in 6 months,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:phone;timeframe:in 6 months
Planning to put Rs. 10k towards my medical within by Diwali.,10000,INR,10000.0,medical,by Diwali,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:medical;timeframe:by Diwali
I need fifteen thousand by within 3 weeks to buy a gaming pc.,15000,INR,15000.0,gaming_pc,within 3 weeks,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:gaming_pc;timeframe:within 3 weeks
Want to set aside €3000 for gaming rig next by Diwali.,3000,EUR,3000.0,gaming_pc,by Diwali,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:gaming_pc;timeframe:by Diwali
I need one hundred fifty thousand by within 2 weeks to buy a pc.,150000,INR,150000.0,gaming_pc,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:within 2 weeks
I need one hundred fifty thousand by in 5 months to buy a car.,150000,INR,150000.0,car,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:car;timeframe:in 5 months
Gotta save ₹150k for car ASAP.,150000,INR,150000.0,car,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:car;timeframe:this summer
"Can I save 1,50,000 over the next in 6 months for gaming rig",150000,INR,150000.0,gaming_pc,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:in 6 months
Need 150k for car by by Diwali.,150000,INR,150000.0,car,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:car;timeframe:by Diwali
"Im aiming to save ₹25,000 in before Eid for wedding.",25000,INR,25000.0,wedding,before Eid,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:wedding;timeframe:before Eid
Need 2000 USD for wedding by within 2 weeks.,2000,USD,2000.0,wedding,within 2 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:wedding;timeframe:within 2 weeks
"Planning to put ₹25,000 towards my wedding within this summer.",25000,INR,25000.0,wedding,this summer,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:wedding;timeframe:this summer
"Gotta save 1,50,000 for car ASAP.",150000,INR,150000.0,car,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:car;timeframe:in 6 months
"Im aiming to save ₹25,000 in by New Year for vacation.",25000,INR,25000.0,travel,by New Year,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:travel;timeframe:by New Year
"Need ₹25,000 for phone by within 2 weeks.",25000,INR,25000.0,phone,within 2 weeks,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:phone;timeframe:within 2 weeks
"Gotta save $2,000 for rent ASAP.",2000,USD,2000.0,rent,next year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:rent;timeframe:next year
Im aiming to save 2000 USD in next year for pc.,2000,USD,2000.0,gaming_pc,next year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:next year
Want to set aside ₹150k for gaming pc next in 6 months.,150000,INR,150000.0,gaming_pc,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:in 6 months
Save $150k for travel in by Diwali.,150000,USD,150000.0,travel,by Diwali,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:travel;timeframe:by Diwali
Need 150k for tuition by by Diwali.,150000,INR,150000.0,tuition,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:tuition;timeframe:by Diwali
Im aiming to save Rs. 10k in within 2 weeks for gaming rig.,10000,INR,10000.0,gaming_pc,within 2 weeks,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:gaming_pc;timeframe:within 2 weeks
Want to set aside one fifty thousand for smartphone next by next Christmas.,51000,INR,51000.0,phone,by next Christmas,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:phone;timeframe:by next Christmas
Want to set aside 2000 USD for laptop next by New Year.,2000,USD,2000.0,laptop,by New Year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:laptop;timeframe:by New Year
I need one hundred fifty thousand by by next Christmas to buy a trip.,150000,INR,150000.0,travel,by next Christmas,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:by next Christmas
"Want to set aside 1,50,000 for emergency fund next by Diwali.",150000,INR,150000.0,emergency_fund,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:emergency_fund;timeframe:by Diwali
"Im aiming to save ₹25,000 in this summer for rent.",25000,INR,25000.0,rent,this summer,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:rent;timeframe:this summer
Im aiming to save one fifty thousand in by New Year for bike.,51000,INR,51000.0,bike,by New Year,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:bike;timeframe:by New Year
Can I save $150k over the next by 15 Oct 2025 for rent,150000,USD,150000.0,rent,by 15 Oct 2025,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:rent;timeframe:by 15 Oct 2025
I need ₹150k by within 2 weeks to buy a rent.,150000,INR,150000.0,rent,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:rent;timeframe:within 2 weeks
Save 150k dollars for medical in next year.,150000,INR,150000.0,medical,next year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:medical;timeframe:next year
Gotta save £500 for smartphone ASAP.,500,GBP,500.0,phone,in 5 months,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:phone;timeframe:in 5 months
Save one fifty thousand for emergency fund in in 5 months.,51000,INR,51000.0,emergency_fund,in 5 months,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:emergency_fund;timeframe:in 5 months
Can I save £500 over the next in 5 months for medical,500,GBP,500.0,medical,in 5 months,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:medical;timeframe:in 5 months
Can I save £500 over the next by 15 Oct 2025 for vacation,500,GBP,500.0,travel,by 15 Oct 2025,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:travel;timeframe:by 15 Oct 2025
Want to set aside Rs. 10k for vacation next by next Christmas.,10000,INR,10000.0,travel,by next Christmas,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:travel;timeframe:by next Christmas
Im aiming to save £500 in by New Year for wedding.,500,GBP,500.0,wedding,by New Year,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:wedding;timeframe:by New Year
Need fifteen thousand for mobile by by Diwali.,15000,INR,15000.0,phone,by Diwali,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:phone;timeframe:by Diwali
"I need $2,000 by in 6 months to buy a wedding.",2000,USD,2000.0,wedding,in 6 months,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:wedding;timeframe:in 6 months
"I need 1,50,000 by next year to buy a gaming rig.",150000,INR,150000.0,gaming_pc,next year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:next year
Need €3000 for rent by this summer.,3000,EUR,3000.0,rent,this summer,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:rent;timeframe:this summer
